Region,County,District,District Name,Row,Staff,FTE Count,Total Base Pay,Average Base Pay
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,23500,SCHOOL NURSE,3.00,151670.00,50557.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,29998,TOTAL SUPPORT STAFF,75.75,4337297.00,57255.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,30200,ASSISTANT PRINCIPAL,3.00,236968.00,78989.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,2.00,236578.00,118289.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,33400,REGISTRAR,1.00,31007.00,31007.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,27861.00,27861.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,34500,TEACHER SUPERVISOR,2.00,114400.00,57200.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,39998,TOTAL ADMINISTRATIVE STAFF,9.00,646814.00,71868.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,39999,TOTAL PROFESSIONAL STAFF,256.06,13292952.00,51913.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,41700,EDUCATIONAL AIDE,14.66,464533.00,31693.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,49998,TOTAL PARAPROFESSIONAL STAFF,14.66,464533.00,31693.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,50000,AUXILIARY,48.36,808842.00,16727.00
10,DALLAS COUNTY,57803,UPLIFT EDUCATION - NORTH HILLS PRE,99999,TOTAL PERSONNEL,319.08,14566327.00,45652.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,10009,ALL GRADE LEVELS,45.58,2382068.00,52258.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,10020,GRADES 9-12,164.99,7829855.00,47455.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,19998,TOTAL TEACHING STAFF,210.58,10211923.00,48495.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,22600,OTHER CAMP PROF PERSONNEL,144.39,4627184.00,32047.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,22800,OTHR NON-INSTR DISTRICT,59.80,3112953.00,52056.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,29998,TOTAL SUPPORT STAFF,204.19,7740137.00,37907.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,30200,ASSISTANT PRINCIPAL,14.60,933200.00,63940.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,92500.00,92500.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,30800,BUSINESS MANAGER,1.00,125000.00,125000.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,31500,DIR -PERSONNEL/HUMAN RESOURCES,1.00,88000.00,88000.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,31600,DIST INSTR PGM DIR OR EXC DIR,12.98,878832.00,67714.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,33100,PRINCIPAL,10.12,947983.00,93645.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,33400,REGISTRAR,12.00,413181.00,34432.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,145000.00,145000.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,39998,TOTAL ADMINISTRATIVE STAFF,53.70,3623696.00,67484.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,39999,TOTAL PROFESSIONAL STAFF,468.46,21575756.00,46057.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,41700,EDUCATIONAL AIDE,10.00,224770.00,22477.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,49998,TOTAL PARAPROFESSIONAL STAFF,10.00,224770.00,22477.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,50000,AUXILIARY,23.46,715282.00,30493.00
10,DALLAS COUNTY,57804,TEXANS CAN ACADEMIES,99999,TOTAL PERSONNEL,501.92,22515808.00,44859.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10002,PRE-KINDERGARTEN,3.00,118100.00,39367.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10003,KINDERGARTEN,3.05,120036.00,39377.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10006,ELEMENTARY (GRADES 1-6),6.82,315452.00,46227.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10009,ALL GRADE LEVELS,0.55,11252.00,20458.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10012,GRADE 1,0.40,14820.00,37115.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10013,GRADE 2,0.08,1916.00,24980.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,10014,GRADE 3,0.16,5140.00,32676.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,19998,TOTAL TEACHING STAFF,14.06,586716.00,41742.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,21300,COUNSELOR,0.43,28032.00,65849.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,22600,OTHER CAMP PROF PERSONNEL,0.25,42000.00,168000.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,22800,OTHR NON-INSTR DISTRICT,3.04,133438.00,43894.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,24400,TEACHER FACILITATOR,0.87,40769.00,46700.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,29998,TOTAL SUPPORT STAFF,4.59,244239.00,53226.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,30200,ASSISTANT PRINCIPAL,0.43,28032.00,65849.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,30800,BUSINESS MANAGER,0.38,29089.00,76550.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,33100,PRINCIPAL,2.00,130650.00,65325.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,0.38,36575.00,96250.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,39998,TOTAL ADMINISTRATIVE STAFF,3.19,224346.00,70423.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,39999,TOTAL PROFESSIONAL STAFF,21.83,1055301.00,48342.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,41700,EDUCATIONAL AIDE,9.83,235228.00,23930.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,49998,TOTAL PARAPROFESSIONAL STAFF,9.83,235228.00,23930.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,50000,AUXILIARY,2.65,84759.00,31985.00
10,DALLAS COUNTY,57805,LUMIN EDUCATION,99999,TOTAL PERSONNEL,34.31,1375288.00,40084.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10002,PRE-KINDERGARTEN,1.67,70883.00,42331.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10003,KINDERGARTEN,8.13,334915.00,41173.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10006,ELEMENTARY (GRADES 1-6),3.69,129440.00,35079.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.51,18002.00,35465.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10009,ALL GRADE LEVELS,6.00,259900.00,43317.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10012,GRADE 1,9.03,360748.00,39967.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10013,GRADE 2,8.15,328051.00,40264.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10014,GRADE 3,6.65,285039.00,42854.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10015,GRADE 4,7.46,314892.00,42211.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10016,GRADE 5,6.02,258331.00,42947.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10017,GRADE 6,7.63,318543.00,41767.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10018,GRADE 7,5.75,251509.00,43750.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10019,GRADE 8,3.50,154397.00,44069.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,10020,GRADES 9-12,25.65,1101150.00,42935.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,19998,TOTAL TEACHING STAFF,99.83,4185800.00,41928.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,21300,COUNSELOR,1.00,54000.00,54000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,21400,DEPARTMENT HEAD,4.00,308000.00,77000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,22600,OTHER CAMP PROF PERSONNEL,32.18,1294724.00,40236.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,22800,OTHR NON-INSTR DISTRICT,5.00,218972.00,43794.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,23500,SCHOOL NURSE,3.43,121445.00,35457.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,24400,TEACHER FACILITATOR,3.96,195476.00,49396.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,29998,TOTAL SUPPORT STAFF,49.56,2192617.00,44241.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,30200,ASSISTANT PRINCIPAL,3.00,163500.00,54500.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,30800,BUSINESS MANAGER,1.00,80000.00,80000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,31500,DIR -PERSONNEL/HUMAN RESOURCES,1.00,60000.00,60000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,76000.00,76000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,33100,PRINCIPAL,3.00,201000.00,67000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,33400,REGISTRAR,6.00,198500.00,33083.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,135000.00,135000.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,39998,TOTAL ADMINISTRATIVE STAFF,16.00,914000.00,57125.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,39999,TOTAL PROFESSIONAL STAFF,165.39,7292417.00,44091.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,41700,EDUCATIONAL AIDE,12.00,398000.00,33167.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,49998,TOTAL PARAPROFESSIONAL STAFF,12.00,398000.00,33167.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,50000,AUXILIARY,17.00,355200.00,20894.00
10,DALLAS COUNTY,57806,ADVANTAGE ACADEMY,99999,TOTAL PERSONNEL,194.39,8045617.00,41388.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10003,KINDERGARTEN,26.76,1238343.00,46282.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10005,KINDERGARTEN/ELEMENTARY (K-6),3.00,132852.00,44281.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10006,ELEMENTARY (GRADES 1-6),10.18,475092.00,46647.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10007,MIDDLE SCHOOL (GRADES 6 - 8),5.46,251019.00,45972.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10009,ALL GRADE LEVELS,23.53,1061521.00,45120.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10012,GRADE 1,24.92,1097067.00,44032.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10013,GRADE 2,23.89,1058807.00,44317.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10014,GRADE 3,20.39,916983.00,44965.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10015,GRADE 4,20.24,903709.00,44650.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10016,GRADE 5,16.29,732518.00,44959.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10017,GRADE 6,15.29,678639.00,44375.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10018,GRADE 7,18.11,814534.00,44985.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10019,GRADE 8,14.07,637262.00,45300.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,10020,GRADES 9-12,67.44,3111633.00,46142.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,19998,TOTAL TEACHING STAFF,289.56,13109979.00,45275.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,21300,COUNSELOR,9.00,463576.00,51508.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,21800,EDUCATIONAL DIAGNOSTICIAN,2.00,136434.00,68217.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,22100,LIBRARIAN,1.00,52902.00,52902.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,22600,OTHER CAMP PROF PERSONNEL,4.00,220490.00,55123.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,22800,OTHR NON-INSTR DISTRICT,22.00,1492803.00,67855.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,23500,SCHOOL NURSE,3.00,139811.00,46604.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,23800,SPEECH THRPST/SPEECH-LANG PATH,4.00,224983.00,56246.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,24400,TEACHER FACILITATOR,6.00,387121.00,64520.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,29998,TOTAL SUPPORT STAFF,51.00,3118120.00,61140.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,30200,ASSISTANT PRINCIPAL,11.00,631732.00,57430.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,4.00,605300.00,151325.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,30500,ATHLETIC DIRECTOR,1.00,92820.00,92820.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,30800,BUSINESS MANAGER,1.00,133520.00,133520.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,31500,DIR -PERSONNEL/HUMAN RESOURCES,1.00,90640.00,90640.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,75000.00,75000.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,33100,PRINCIPAL,8.00,658570.00,82321.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,33400,REGISTRAR,7.94,252754.00,31833.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,215000.00,215000.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,39998,TOTAL ADMINISTRATIVE STAFF,35.94,2755336.00,76665.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,39999,TOTAL PROFESSIONAL STAFF,376.50,18983435.00,50420.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,41700,EDUCATIONAL AIDE,41.92,750907.00,17911.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,49998,TOTAL PARAPROFESSIONAL STAFF,41.92,750907.00,17911.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,50000,AUXILIARY,29.66,882824.00,29762.00
10,DALLAS COUNTY,57807,LIFE SCHOOL,99999,TOTAL PERSONNEL,448.09,20617166.00,46011.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10002,PRE-KINDERGARTEN,2.96,157945.00,53288.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10003,KINDERGARTEN,16.02,707238.00,44153.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10006,ELEMENTARY (GRADES 1-6),4.84,204513.00,42273.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.98,41413.00,42146.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10009,ALL GRADE LEVELS,13.76,600036.00,43592.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10011,NOT APPLICABLE,1.00,50000.00,50000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10012,GRADE 1,16.04,676793.00,42207.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10013,GRADE 2,12.16,559745.00,46046.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10014,GRADE 3,11.66,514723.00,44139.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10015,GRADE 4,9.74,435042.00,44661.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10016,GRADE 5,9.37,408356.00,43562.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10017,GRADE 6,5.09,241319.00,47381.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10018,GRADE 7,5.58,239671.00,42919.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10019,GRADE 8,3.70,179133.00,48393.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,10020,GRADES 9-12,5.24,260154.00,49617.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,19998,TOTAL TEACHING STAFF,118.16,5276081.00,44653.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,21300,COUNSELOR,1.00,48500.00,48500.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,21400,DEPARTMENT HEAD,2.00,137000.00,68500.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,22100,LIBRARIAN,1.00,46000.00,46000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,22300,MUSIC THERAPIST,1.00,45000.00,45000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,22600,OTHER CAMP PROF PERSONNEL,15.09,581438.00,38540.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,22800,OTHR NON-INSTR DISTRICT,3.85,212225.00,55123.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,23500,SCHOOL NURSE,1.00,52000.00,52000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,29998,TOTAL SUPPORT STAFF,24.94,1122163.00,45001.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,135000.00,135000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,30500,ATHLETIC DIRECTOR,0.50,23000.00,46000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,30800,BUSINESS MANAGER,1.00,150000.00,150000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,31500,DIR -PERSONNEL/HUMAN RESOURCES,1.00,75000.00,75000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,33100,PRINCIPAL,0.04,2535.00,71008.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,33400,REGISTRAR,1.00,42500.00,42500.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,250000.00,250000.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,34500,TEACHER SUPERVISOR,5.60,320791.00,57239.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,39998,TOTAL ADMINISTRATIVE STAFF,11.14,998826.00,89660.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,39999,TOTAL PROFESSIONAL STAFF,154.23,7397070.00,47960.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,41700,EDUCATIONAL AIDE,33.21,1031631.00,31064.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,49998,TOTAL PARAPROFESSIONAL STAFF,33.21,1031631.00,31064.00
10,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,99999,TOTAL PERSONNEL,187.44,8428701.00,44967.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,10002,PRE-KINDERGARTEN,2.00,80118.00,40051.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,10003,KINDERGARTEN,3.38,134574.00,39867.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,10006,ELEMENTARY (GRADES 1-6),2.63,109344.00,41655.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,10012,GRADE 1,1.78,78768.00,44232.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,10013,GRADE 2,2.00,80070.00,40027.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,10014,GRADE 3,0.90,38508.00,42616.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,19998,TOTAL TEACHING STAFF,12.69,521382.00,41100.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,22600,OTHER CAMP PROF PERSONNEL,4.00,175562.00,43891.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,22800,OTHR NON-INSTR DISTRICT,3.00,117773.00,39258.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,29998,TOTAL SUPPORT STAFF,7.00,293335.00,41905.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,30800,BUSINESS MANAGER,2.00,104400.00,52200.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,33100,PRINCIPAL,1.00,57500.00,57500.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,33400,REGISTRAR,1.00,17072.00,17072.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,39998,TOTAL ADMINISTRATIVE STAFF,4.00,178972.00,44743.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,39999,TOTAL PROFESSIONAL STAFF,23.69,993689.00,41953.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,41700,EDUCATIONAL AIDE,2.00,46612.00,23306.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,49998,TOTAL PARAPROFESSIONAL STAFF,2.00,46612.00,23306.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,50000,AUXILIARY,2.00,45020.00,22510.00
10,DALLAS COUNTY,57809,NOVA ACADEMY,99999,TOTAL PERSONNEL,27.69,1085321.00,39201.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10002,PRE-KINDERGARTEN,7.00,204157.00,29165.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10003,KINDERGARTEN,4.00,127793.00,31948.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10006,ELEMENTARY (GRADES 1-6),1.00,31000.00,31000.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10009,ALL GRADE LEVELS,4.00,127875.00,31969.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10012,GRADE 1,3.00,93402.00,31134.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10013,GRADE 2,1.00,32766.00,32766.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10014,GRADE 3,1.00,33766.00,33766.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10015,GRADE 4,1.00,33766.00,33766.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10016,GRADE 5,1.00,32870.00,32870.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10017,GRADE 6,2.00,64622.00,32311.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10018,GRADE 7,4.00,126388.00,31597.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,10019,GRADE 8,2.00,65112.00,32556.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,19998,TOTAL TEACHING STAFF,31.00,973517.00,31404.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,21300,COUNSELOR,1.00,29447.00,29447.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,22600,OTHER CAMP PROF PERSONNEL,9.00,244861.00,27207.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,24400,TEACHER FACILITATOR,2.00,70766.00,35383.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,29998,TOTAL SUPPORT STAFF,12.00,345074.00,28756.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,30200,ASSISTANT PRINCIPAL,1.00,36050.00,36050.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,33100,PRINCIPAL,1.00,75000.00,75000.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,39998,TOTAL ADMINISTRATIVE STAFF,2.00,111050.00,55525.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,39999,TOTAL PROFESSIONAL STAFF,45.00,1429641.00,31770.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,41700,EDUCATIONAL AIDE,7.00,155912.00,22273.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,49998,TOTAL PARAPROFESSIONAL STAFF,7.00,155912.00,22273.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,50000,AUXILIARY,3.00,56784.00,18928.00
10,DALLAS COUNTY,57810,ACADEMY OF DALLAS,99999,TOTAL PERSONNEL,55.00,1642337.00,29861.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10002,PRE-KINDERGARTEN,9.00,303313.00,33701.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10003,KINDERGARTEN,4.73,163717.00,34612.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10006,ELEMENTARY (GRADES 1-6),2.20,88627.00,40210.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.27,10614.00,40038.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10012,GRADE 1,4.00,142540.00,35635.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10013,GRADE 2,2.00,93591.00,46800.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10014,GRADE 3,3.00,105303.00,35100.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10015,GRADE 4,2.00,99050.00,49525.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10016,GRADE 5,1.80,65690.00,36494.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10017,GRADE 6,4.00,147644.00,36911.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,10018,GRADE 7,1.71,82663.00,48214.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,19998,TOTAL TEACHING STAFF,34.71,1302752.00,37529.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,22800,OTHR NON-INSTR DISTRICT,5.00,280174.00,56035.00
10,DALLAS COUNTY,57811,CHILDREN FIRST ACADEMY OF DALLAS,29998,TOTAL SUPPORT STAFF,5.00,280174.00,56035.00
